line,label
them like me.,1
"With best wishes,",1
"satyr didn’t want to leave her, but he couldn’t change her mind, and he had to",1
tattered American flags on the shoulders. They carried spears or muskets or,1
"I shook my head, wishing I knew the answer. I thought about what",1
"see anything, but she kept her foot on the gas.",1
"daze, arguing with the driver, or running around in circles yelling, “We’re",1
"around every night. I get a lot of people in here, thanks to them. Say, you",1
rock and using it like an anchor.,1
"in the other direction as he shouted, “No! I just got to a new level! No!”",1
"cabin and found a mortal newspaper dropped inside the doorway, a copy of",1
wet.,1
the blade passed harmlessly right through his chest. He looked down. “What,1
"humans. And Gabe, by the loosest definition, was human.",1
"I advanced on her, which wasn’t easy, holding a sword and a glass ball. If",1
"Annabeth, who’d seen the show before, the blasts would be sequenced so",1
"I’ll admit it—my eyes were a little misty, too. I was shaking, I was so",1
than a sword to fight off monsters and reach the Land of the Dead.,1
"Luke gave me a twisted smile. “Oh, I’m leaving, all right, Percy. I",1
"“So I’m stuck here,” I said. “That’s it? For the rest of my life?”",1
"I didn’t know what to say, but Annabeth said, “Undetermined.”",1
"My mom’s eyes welled with tears. She took my hand, squeezed it tight.",1
Keep reading for a sneak peek at Magnus Chase and,0
"rosebushes. I could make out an open-air market filled with colorful tents, a",1
"“Here you go, Percy,” Luke said, handing me a platter of smoked brisket.",1
there the whole time.”,1
"most difficult. Can you smile for me please, everyone? A large smile?”",1
get in trouble.,1
can only process what they see through the Mist.”,1
"Not a scratch, I remembered Gabe saying.",1
allowed. I will serve as referee and battlefield medic. Arm yourselves!”,1
"The Fury I’d hilt-slammed came at me again, talons ready, but I swung",1
"Grover was leaning against the porch railing, looking like he hadn’t slept",1
"of a woolly mammoth, mostly invisible, and had three heads.",1
she were made of water. Hisss!,1
Only one more day to go. Surely even I couldn’t mess that up.,1
Oracle just said to go west.”,1
“Your head is full of kelp.”,1
"going on that ocean voyage, for not having the guts to marry my mom. He’d",1
—America is now the heart of the flame. It is the great power of the West.,1
can’t be legal.”,1
friend? What will I fail to save?”,1
us. Coming from the pit.,1
back to his card game.,1
“We need to leave.”,1
we weren’t gods.,1
"streets to play. Now, don’t get me wrong. I’m a New Yorker. I don’t scare",1
wouldn’t contact us unless something serious was going on. “What did he,1
"cool and everything, but the real world is where the monsters are. That’s",1
"“No,” Grover told me. “We’ve learned that your plans really, really bite!”",1
I asked Grover where Mrs. Dodds was.,1
“Like what?”,1
“I’m not doing it to help my father. He doesn’t care about me. I don’t care,1
saw him.”,1
ignore a summons from your dad.”,1
"“Swipe it,” Annabeth invited.",1
"slightest justice, the slightest help. I can ill afford for word to get out that my",1
"cookies—my mom’s homemade blue chocolate-chip cookies, buttery and",1
"Chiron’s warning that in two thousand years, I might be considered a myth.",1
“That’s horrible.”,1
"man. And now, how may I help you little dead ones?”",1
They asked me what I’d be doing this summer and I told them I was,1
"I don’t have any memories of him, just this sort of warm glow, maybe the",1
meeting.”,1
"and dragged her over too. A curious shark was circling us, a great white",1
"was halfway across New Jersey before I heard the storms rumbling, and I",1
We found a shady spot by the creek where I’d broken Clarisse’s spear,1
"She pointed to a pair of statue lovers, a man and a woman with their arms",1
The Furies regained their balance. They lashed their whips at Annabeth,1
"According to camp tradition, we wore laurel wreaths to a big feast prepared",1
"eyes, and curly hair so black it was almost purple. He looked like those",1
out.,1
"“They’re not going to like that,” Grover warned. “They’ll think you’re",1
"“I feel good,” Grover said. “I love this place.”",1
"other. It smelled just like any public bathroom, and I was thinking—as much",1
"alike. Number nine had smokestacks, like a tiny factory. Number four had",1
quest.”,1
"“Right,” Annabeth said. I’d never heard her voice sound quite so small.",1
Argus drove us out of the countryside and into western Long Island. It felt,1
jumping bridge. There were virtual-reality suits with working laser guns. And,1
stop at nothing to kill me. They could even invade a camp that had always,1
"Annabeth, we’re leaving.",0
“Oh.”,1
I blinked the rain out of my eyes. “That’s—”,1
how little boys can get over losing their mothers?”,1
We pulled into the Amtrak station downtown. The intercom told us we’d,1
"I said, “Cherry Coke.”",1
"Finally, he saw me, and stopped mid-swing. “Percy.”",1
"Behind her came two more old ladies: one in a green hat, one in a purple",1
backstage. Whispering masses of people are just milling around in the,1
"Soho. She’d gotten so much money for it, she’d put a deposit down on a new",1
The entire camp got to their feet and cheered. Even Ares’s cabin felt,1
"old sot. I wasn’t even sure what it meant, but it sounded good.",1
He caught it in his middle mouth. It was barely big enough for him to,1
"Welcome, Newly Deceased!",1
we had never introduced ourselves.,1
so stupid. I see his plan.”,1
"Then, about fifty feet in front of us, the green mist shimmered. Standing",1
"no audience, kiddo. Lord Zeus doesn’t see anyone unannounced.”",1
monster fell dead at my feet.,1
I couldn’t allow that.,1
"Grover is a satyr. From the waist up, he looks like a typical gangly",1
“Grover…I don’t know what to say.”,1
exams tomorrow.”,1
"Serpent’s Shadow, were New York Times best sellers as well. Rick lives in",0
"had years ago…well, some of the lines make sense to me, now. But before I",1
"Very, very carefully, without looking down, she knelt and draped the",1
gone.,1
"Her face was pale, her eyes as sad as when she looked at the ocean.",1
"devil spawn. She would point her crooked finger at me and say, “Now,",1
definitely used to being ignored. Let’s move on.,0
thoughts. “That’s the place for heroes.”,1
"“Oh, hey,” he protested. “I didn’t mean Annabeth. She and I have known",1
Olympus and look like absolute fools!”,1
"“Back in the sick room,” I said, “when you were feeding me that stuff—”",1
ground was littered with flattened soda cans and fast-food wrappers.,1
"I was about to join the celebration when Annabeth’s voice, right next to",1
DRESS,1
"then the other toilets exploded, too, and six more streams of toilet water",1
"quarter of the valley, with trees so tall and thick, you could imagine nobody",1
"school! Now that we know for sure, and they know too—”",1
“Whose side are we on?”,1
"I felt so relieved I wanted to cry, though I didn’t think that would be very",1
"“The sword is celestial bronze. Forged by the Cyclopes, tempered in the",1
I approached the fisherman’s throne and knelt at his feet. “Father.” I,1
"“Can’t we work together a little?” I pleaded. “I mean, didn’t Athena and",1
"was black leather, and every seat was taken. There were people sitting on",1
like the air let out of tires.,1
might have to postpone.”,1
"was wrong with her face. It looked as if she were startled, or even terrified.",1
"After a while Luke said, “You miss being on a quest?”",1
"From her first day, Mrs. Dodds loved Nancy Bobofit and figured I was",1
does look like Uncle Ferdinand.”,1
The Latin teacher turned and smiled at me. His eyes had that mischievous,1
help. Maybe an emergency exit in the roof…?”,1
"He just laughed. “What, punk? You gonna write on me? You touch me,",1
needed a little attention once in a while.,1
Because I don’t feel like it. A god is giving you an opportunity to prove,1
"“Were those old ladies at the fruit stand a myth, Percy? Was Mrs. Dodds a",1
"Great, I thought. We’ll make the papers again tomorrow.",1
and started yapping at me.,1
come.,1
detected!”,1
"the ring from her father, and tied it around my neck.",1
"least an inch, so he now had to wear his rasta cap all the time to pass as",1
orange pottery.,1
"“Oh, forget it.”",1
"ram, but I managed to get to my feet.",1
"seen him since last July, when he set off alone on a dangerous quest—a quest",1
you’re done. Don’t disappoint me.”,1
leather-clad man on the bus—“Why didn’t I remember him before?”). The,1
another god’s symbol of power directly—that is forbidden by the most,1
"coliseum on the other. It was an Ancient Greek city, except it wasn’t in ruins.",1
also been having these dreams.”,1
"Looking back on it, I wish I’d decked Nancy Bobofit right then and there.",1
there a moment before.,1
Eddie scowled into his bowl of pretzels. The other two guys passed gas in,1
mist. “Unless you know an easier way to make a rainbow.”,1
emotion. “You know what that would mean.”,1
"“Don’t mind her,” I told Procrustes. “She’s impossible.”",1
"“Man!” one of the truckers said, waving his hand in front of his ugly",1
"nauseous, and on beer, of course. Always beer. Whenever I was home, he",1
"somewhere in Kansas. We hadn’t taken a shower since Half-Blood Hill, and I",1
"“You are dead, new boy. You are totally dead.”",1
"hole where tourists would put their faces, pretending to be Noo-Noo the",1
"said, “I’ll just position you correctly. The young girl in the middle, I think,",1
"was one thing I had learned from living with Gabe, it was how to tell when an",1
"She’s a teacher, I thought nervously. It’s not like she’s going to hurt me.",1
"miles. For that, you gotta pay up front.”",1
All three of his heads cocked sideways. Six nostrils dilated.,1
no-thank-you o’clock in the dead of winter.,0
"course, Poseidon denies stealing the master bolt. He took great offense at the",1
"“Diagnosed with dyslexia. Probably ADHD, too.”",1
Grover shook his head. “They were screeching at us: ‘Where is it?,1
"exit, except that it was blocked by a million robot spiders.",1
"paintings of baby angels—what do you call them, hubbubs? No, cherubs.",1
"went in a curve, and my stomach wasn’t too happy about it.",1
"I nodded, and Luke came after me. Somehow, I kept him from getting a",1
"I looked over, but no one was there. The speaker was invisible.",1
Then everything went black.,1
dinner for a monster. Nobody would ever know what had happened.,1
"White bird’s wings sprouted out of the heels, startling me so much, I",1
Chiron seems to feel this would be against my mission at this cursed camp: to,1
"the woods and the strawberry fields, the Long Island Sound glittered in the",1
suits like this come cheap?”,1
"milky white sphere, which was starting to float off the ground.",1
"In midair, he had grabbed me by the shirt, and Annabeth by the arm, and",1
"From the outside, mortals look into the valley and see nothing unusual, just a",1
"always appears on a black throne, and he never laughs.”",1
"The little boy screamed. His parents pulled him back toward the exit,",1
Grover shrugged. “As long as there’s a snack bar without monsters.”,1
"of all that, he was crippled. He had a note excusing him from PE for the rest",1
Annabeth and I agreed there’s something strange going on with this quest.,1
But it didn’t happen like that.,1
"Excerpt from Percy Jackson and the Olympians, Book Two: The Sea of Monsters copyright © 2006 by",0
“We’ve got to free them!” Grover said. He and Annabeth both looked at,1
Poseidon will try to use Percy to clear his name. Hades would very much like,1
“For how long?”,1
from my lungs. Steeples and skyscrapers and bridges tumbled in and out of,1
"We hit the Lincoln Tunnel, and the bus went dark except for the running",1
"“I appeared on my father’s doorstep, in a golden cradle, carried down",1
the sea will always return to the sea.”,1
exploded on an east New Jersey roadside shortly after Jackson fled the scene.,1
"children say, ‘Well, duh!’?”",1
"The smug look on Hades’s face faded. He said, “Godling…?”",1
"“I said if you’re lucky,” Annabeth said. “You’re obviously not.”",1
"“Because I’m not normal,” I said.",1
“What do you do if they’re longer than six feet?”,1
"Annabeth muttered to me, “Circus caravan?”",1
mother’s temple. That’s why Athena turned her into a monster. Medusa and,1
"few other gods…they, like, trapped Zeus and wouldn’t let him out until he",1
getting your mom back.”,1
"Annabeth said, “But, Percy…”",1
"Luke approached the fire, bowed his head, and tossed in a cluster of fat",1
"“What did it taste like?” He sounded so wistful, I felt guilty.",1
sword.,1
relatively poor family. Our idea of a splurge was eating out at Burger King,1
"“The God of Wild Places disappeared two thousand years ago,” he told",1
talking to Hades.”,1
“And then they died.”,1
"influence,’ he told me. ‘Work with youths rather than tearing them down.’",1
Takeoff was a nightmare. Every spot of turbulence was scarier than a,1
“A photograph. I will use it to model a new statue set. Children are so,1
"Ares grinned. “Well, now, I didn’t steal them personally. Gods taking",1
"“He’s healing,” I said. “He’s coming back.”",1
"thinning hair and a scruffy beard and a frayed tweed jacket, which always",1
"All three women looked ancient, with pale faces wrinkled like fruit",1
wail of outrage echoed from deep in the tunnel. Something was not happy,1
Mrs. Dodds stood with her arms crossed in front of a big marble frieze of,1
"“Look, I—I don’t know why,” I said, trying to apologize. “I’m sorry.…”",1
they’d be coming inside to torment the animals again any minute. I grabbed,1
knowing where we were going. We turned a sharp corner.,1
"“When I get back next summer,” she said, “we’ll hunt down Luke. We’ll",1
Chiron and Grover glanced nervously at the sky. The clouds didn’t seem,1
stands at the brink of an unwanted war. He has much to occupy his time.,1
She looked. She hadn’t realized what she was doing.,1
"like his-and-hers mausoleums, big white marble boxes with heavy columns in",1
“For now?” I asked.,1
right now.,1
He fed in the quarters and set the knob to FINE MIST. “I-M’ing.”,1
"dinner and sat around it, too exhausted to speak.",1
She pursed her lips. We didn’t talk much about the other part of my life.,1
“But those are just—” I almost said myths again. Then I remembered,1
pounding.,1
I stared at her. All I could think to say was: “Isn’t that a kind of anteater?”,1
"—the darkness gathering, the monsters growing stronger? Didn’t you realize",1
“No…it’s okay.” She took a shaky breath. “My dad sent it to me folded,1
"By the time I looked up, the sign was already fading, but I could still",1
"A six-foot wall of water smashed him full in the face, leaving him cursing",1
I remembered the Underworld. I thought about Gabe’s spirit drifting,1
SHORT STORIES BY RICK RIORDAN,0
"I managed to croak, “What?”",1
and I might be a normal kid—or as normal as you can be when you’re a half-,1
"Frederick, tackle him, and demand what was going on. How did Randolph",0
I couldn’t believe it. My mom and I hadn’t been to Montauk the last two,1
He stood calmly and brushed off his jeans.,1
"mornings, I could stumble through a few lines of Homer without too much",1
"Annabeth was bringing her magic Yankees cap, which she told me had",1
Charon’s pay raise.”,1
"ten feet away from the Chimera’s bloody maw, and I knew that as soon as I",1
THREE OLD LADIES KNIT THE SOCKS OF,0
Converse hi-tops and a bright orange T-shirt that said CAMP HALF-BLOOD. Just,1
through solid rock as easily as an air bubble in water. That was the power of,1
splatter on impact.,1
She smiled. “As soon as I get changed.”,1
"wedged between two of his teeth like a tiny piece of gum. He made a loud,",1
"teacher, smoothly grafted to the horse’s trunk.",1
Thwack!,1
“It is?” she asked.,1
"covered in white cloth trimmed in purple. Four of the tables were empty, but",1
"summers, because Gabe said there wasn’t enough money.",1
house. You don’t need to protect me anymore by staying with Gabe. Let me,1
My nightmare started out as something I’d dreamed a million times before: I,1
"“We’re not interested,” I said. “We’ve already got a quest.”",1
doors behind us.,1
There was a huge grinding noise under our feet. Black smoke poured,1
"He limped toward me, muttering ancient Greek curses.",1
an architecture book.,1
"That night after dinner, there was a lot more excitement than usual.",1
branches looked like they’d been dipped in glass. The wind cut through my,0
strength. That’s all he has. Even strength has to bow to wisdom sometimes.”,1
barest trace of his smile. My mom doesn’t like to talk about him because it,1
"seeing her distressed. But after so long on the streets, I’d learned the hard",0
He probably would’ve gone right back outside to beat up the truckers,1
"half a second, I held a shimmering bronze sword with a double-edged blade,",1
for fingernails.,1
“What?” I asked.,1
will be authorized to eat any unregistered campers. All personal,1
"My legs tensed. I couldn’t jump sideways, so I leaped straight up, kicking",1
"Instantly, I felt better. Strength surged back into my arms. The sword",1
"“I’m afraid there’s too much to tell,” Chiron said. “I’m afraid our usual",1
had Cerberus’s undivided attention. I wasn’t sure that was a good thing.,1
"I stared at Annabeth, figuring she’d crack up at this practical joke they",1
"know—or as I hope you know, since you passed my course—the heart of the",1
"“Yeah, I miss it,” I admitted. “You?”",1
He patted me on the shoulder. I stuffed the tin can in my back pocket.,1
"deck. She was saying, “And then this huge dog, this huge fire-breathing",1
"position. Before I could suggest taking cover, they shot, but not at us. They",1
"He convinced me to steal something worthwhile, something no hero had ever",1
We passed another few miles of silence.,1
"praying to. Down here, only one god mattered, and he was the one I had",1
"stone amphitheater built on one side of the mountain, a hippodrome and a",1
"“This must be reported to Olympus,” Chiron murmured. “I will go at",1
what do you say?,1
of that.”,1
“Of course I’d want you along!”,1
her.,1
"“First things first,” I told Grover. “We’ve got to get out of town!”",1
the guy was the camp’s head of security. He supposedly had eyes all over his,1
"our usual cleaning routine. We walked on the beach, fed blue corn chips to",1
aggressive. Aphrodite’s sons and daughters I wasn’t too worried about. They,1
"ever, and I find the two most powerful half-bloods of the century, Thalia and",1
Annabeth stared at me. I couldn’t tell whether she was just grossed out or,1
"They both said, “Yes?”",1
The air got colder.,1
"to me in the backseat and I wondered if I’d gone insane, or if he was wearing",1
It hadn’t been a nightmare.,1
"Hades raised an eyebrow. When he sat forward in his throne, shadowy",1
We cheered and shook our swords and followed her down the path to the,1
felt better knowing he’d be with me.,1
The poor guy needed to complete a quest with me so he could get his,1
anywhere without getting lost. The street pattern and the subway made sense.,1
"Zeus grumbled some more. “I shall listen,” he decided. “Then I shall",1
"hands turned to flippers, their faces elongating into dolphin snouts. I knew",1
"mean anything, I have to live it myself. I can’t let a god take care of me…or",1
"used to do in class, about to deliver my F– math test. Every time she flicked",1
tiniest bit of his true nature. I saw visions of grape vines choking unbelievers,1
"A police voice on a megaphone said, “Drop the guns! Set them on the",1
trying to make me feel better.,1
"“I was supposed to escort Thalia to camp,” he said, sniffling. “Only",1
Grover had been my best friend in sixth grade. He’d gone on this,1
"“It can smell the living,” I said.",1
was destined to get kicked out.,1
"Annabeth said, “Good dog!”",1
"“Hey, I’m a generous guy. Just do my little job, and I’ll help you on your",1
"“Grover,” Aunty Em chastised, “look this way, dear.”",1
"his lot since the world was divided eons ago, whose kingdom would grow",1
"the pavilion, Clarisse and her buddies ran in with another banner, of identical",1
"incredible, much better than you see in most garden statues. But something",1
flame toward my face.,1
"“Does that mean the Underworld is real, too?”",1
“Metaphysical? But you were just talking about—”,1
"“Mr. D,” Grover asked timidly, “if you’re not going to eat it, could I have",1
Inside the courtyard was the strangest garden I’d ever seen. Multicolored,1
"bad feelings started boiling in my stomach. Anger, resentment, bitterness. I",1
"blade connected with her neck, she screamed and exploded into dust.",1
"shut. Inside my head, I heard a voice, slithering into one ear and coiling",1
"of kids and they don’t always…Well, sometimes they don’t care about us,",1
my blade out of my hands and kicked me in the chest. I went airborne—,1
"the plumbing rumble, the pipes shudder. Clarisse’s grip on my hair loosened.",1
"The poodle yapped at me suspiciously. Grover said, “No, he’s not.”",1
don’t we?” I decided to drop the subject.,1
gray. Pencil cactuses grew in the corners like skeleton hands. The furniture,1
were expecting me to do a flip or something.,1
"“The meat loaf is coming right up, dear,” she told Gabe. “Meat loaf",1
“How long will I be here?” I asked.,1
And yet…there were things I’d miss at Yancy. The view of the woods out,1
"sure what Annabeth was looking for. The air was dry and hot, which felt",1
"their hair and gossiped. Hephaestus’s kids weren’t pretty, and there were only",1
Thalia. I had strict orders from Chiron: don’t do anything that would slow,1
who heard the story first,0
The river raced toward me at the speed of a truck. Wind ripped the breath,1
He glared at me. “Only a human wouldn’t be. Your species is clogging up,1
"to disintegrate—not like my mother, in a flash of golden light, but like",1
"“I know. But if we’ve misunderstood something about this quest, and we",1
Chiron said they held sword and spear fights.,1
"“Please,” I said, “what is this place? What am I doing here? Mr. Brun—",1
"any other centaurs,” I observed.",1
learned that surveillance cameras show an adolescent boy going wild on the,1
pass you. Maybe you can get to the front and get away.”,1
Chiron smiled. He shifted his weight as if he were going to get up out of,1
run so fast and still limp when he walked.,1
"their windows boarded up. A block away, past a line of hibiscus bushes, the",1
"“Don’t worry about it, kid,” Luke said. “Annabeth wants to think every",1
The ground seemed to spin beneath me. “What do you mean?”,1
"For the rest of the school year, the entire campus seemed to be playing some",1
a blessing.,1
We were so close.,1
we’ll make it. It’ll be fine.”,1
"“Those weren’t old ladies,” Grover said. “Those were the Fates. Do you",1
I looked at Annabeth and Grover. Their faces were grim.,1
“Those are vegetables. Come on. Let’s leave. These statues are…looking,1
Chiron hammered his hoof on the marble.,1
that!”,1
Percy.”,1
wasn’t sure she could follow through on the threat. She turned toward me.,1
"“That’s what it’s all about,” Annabeth said, like she was reading my",1
"redhanded, holding the thing.”",1
"“The choice was unanimous,” Luke announced. “This bead",1
"of plump blond boys who looked just like Mr. D. Chiron stood to one side,",1
"sane, we will talk more.”",1
The Sea of Monsters: The Graphic Novel,0
"me, would my mother and I even survive until the next summer? That was",1
"Olympus. But for the sake of peace in the family, I shall let you live.”",1
I ripped it down before Annabeth and Grover could notice.,1
"We walked to the door. Outside, Clarisse and her friends were sprawled",1
Ares down to Tartarus.”,1
night in L.A.,1
"I wasn’t sure how Ares knew about that, but I guess a god of war had to",1
"“Ah,” Aunty Em said sadly. “You notice some of my creations do not",1
"The weirdest thing was, they seemed to be looking right at me.",1
“Aaaaa!” Grover went flying sideways down the hill like a possessed,1
"“He’s not a fugitive after all,” my mom interjected. “Isn’t that wonderful,",1
"very least, the mortal police would be arriving, trying to figure out who had",1
"abandoned me. I was also barefoot, because I’d given my shoes to Grover.",1
Whatever. I don’t need your sympathy. I’m used to being laughed at. I’m,0
death!”,1
I thought I saw a shadow flicker across the glass—a humanlike shape.,1
"There was a blinding flash, a jaw-rattling boom!, and our car exploded.",1
wise and kindly seer of middle-school English. My appreciation also to,0
"things—severed hairy claws, huge yellow eyes, various other parts of",1
important you are. I thought Yancy Academy would be far enough away. I,1
They went back to their conversation as if I’d never existed.,1
Chiron seemed to turn hard of hearing again.,1
The Pacific was turning gold in the setting sun. I thought about how long,1
"of them, and the spiders just kept coming. I kicked one away from",1
and Victorian mansions. Silver and gold flowers bloomed on the lawns. The,1
They’re not as forgiving of rudeness as I am. I’ll meet you back here when,1
room like this.,1
burst into splinters. Two pairs of glowing blue eyes had emerged from the,0
"Thalia. A satyr was assigned to be her keeper when she was twelve, but there",1
"Annabeth yelled, “Ouch!”",1
abruptly.,1
people get his personal attention as soon as they arrive. The Fur—the Kindly,1
"into a huge, two-handed sword. The hilt was a large silver skull with a ruby",1
impossible to look at. They all faced a commons area about the size of a,1
now and rake open my face.,1
A Carter Kane/Percy Jackson Short Story,0
I heard something—a deep whisper in the darkness.,1
"to the big pine tree and waved my red jacket in front of the bull-man,",1
get us busted the first time we went through a metal detector.,1
"elevator, and I was about to get in myself when I realized there were already",1
daddy can protect you.”,1
"the Chimera, I had never stood a chance. Those poor people in the Arch were",1
"But Grover couldn’t fool me. When I mentioned the name Dodds to him,",1
"“Half-Blood Hill,” Annabeth requested.",1
"“Thanks,” I said. “Where’s the nearest shower?”",1
Clarisse’s hair was flattened across her face. Her camouflage jacket was,1
they’re here.”,1
"“You didn’t order the theft,” I guessed. “Someone else sent a hero to steal",1
"opinion, and it was taking all his willpower not to advise me. “But you must",1
"Each morning I took Ancient Greek from Annabeth, and we talked about",1
"sprint to keep up. The cavern walls narrowed on either side, and I realized",1
I’d understood him perfectly. I was too shocked to wonder how Grover had,1
Mrs. Dodds scared Grover to death.,1
"My neck tingled, as if somebody else was looking at me. I turned, but it",1
colored clay beads. The only thing unsettling about his appearance was a,1
“What do you mean?”,1
"“You’re pretty good with that knife,” I said.",1
The stuff on sale looked really good: heaping boxes of bloodred cherries,1
"on the top, and started telling us how it was a grave marker, a stele, for a girl",1
"L.A. wasn’t like that. It was spread out, chaotic, hard to move around. It",1
money on the table. “I hope you lose.”,1
staring intently at something down in the meadow.,1
She didn’t need to finish. I knew what she was asking.,1
while the other campers made way to avoid her flailing feet.,1
"I don’t know why, but I found it funny. Just the idea of Annabeth trying",1
start you on your quest. We had to confirm his fears that Hades was after you.,1
"the statue of Prometheus in Rockefeller Center, the Greek facades of your",1
"world of light with her mother, the goddess of agriculture, Demeter. Her",1
"patterned comforter. When Annabeth didn’t want to lie down, Crusty pushed",1
was at the moment when the Minotaur began to squeeze her to death.,1
nervous laugh. Now I realized it was more of an irritated bleat.,1
wrapping around it like a blanket. The beast squealed once in terror. Then it,1
"The spiders started spitting out strands of metal thread, trying to tie us",1
ruffled my hair and went to make Gabe his seven-layer dip.,1
over the carpet.,1
Ares lowered his sword.,1
He raised his eyebrows. “Did you just say ‘no’ ? You think I’m gonna put,1
I walked downstairs to the faculty offices. Most of them were dark and,1
knew they’d discovered my theft.”,1
"handle it. After saying he believed in me all year, now he was telling me I",1
"turned to maximum hip-hop. As the car slid into the next stall, the bass from",1
Nancy Bobofit smirked. I gave her my deluxe I’ll-kill-you-later stare.,1
using them for no reason.”,1
“For the summer…or forever?”,1
“Yes.”,1
The campers had one last meal together. We burned part of our dinner for,1
my dears! Surely not!”,1
I RUIN A PERFECTLY GOOD BUS,0
pocket. Maybe it had fallen too far away. Maybe it only returned when it was,1
"twenty, maybe thirty feet. I would’ve broken my back if I hadn’t crashed into",1
"Behind us, a cop shouted, “Gangway!” The crowd parted, and a couple of",1
and even then Prometheus was branded a radical thinker. Zeus punished him,1
"“Bad enough I had to give back your life insurance money, Sally,” he",1
except a glint of her blond hair.,1
pulling out a sword?”,1
there?”,1
"going on for years, when I wasn’t around.",1
"the humans were seeing in my hands, but I was pretty sure it wouldn’t make",1
"Mrs. Dodds tried to get up, but she didn’t have room to flap her bat wings, so",1
child whom you sired against our sacred oath?”,1
the top. Are you coming or not?”,1
spell them correctly.,1
"“Four ages before them, actually. The Time of the Titans was the Fourth",1
"He grinned. “Not bad, not bad.”",1
to shut up.,1
"the subwoofers vibrated so much, it shook the pavement.",1
"people who had chosen to be reborn three times, and three times achieved",1
was sure that was obvious.,1
ELEVEN,0
"the deck, and yelled, “Hey, Chihuahua!”",1
some heads.”,1
"while she waved her knife and yelled in Ancient Greek, telling them to back",1
"silhouette against the brick wall, a shadow that belonged to no one.",1
I had one last twinge of doubt. How could I turn down the perfect chance,1
"“Do not judge the Lord of the Sea too harshly,” the Nereid told me. “He",1
not as easy as going down.,1
“But…” Annabeth spoke. I could tell her mind was going a million miles,1
My ears were still tingling from the reptilian voice. “She…she said I,1
The campers all laughed.,1
"them, flooding toward the center of the pool, completely surrounding us. I",1
"sunlight. Precious jewels made up for the lack of flowers, piles of rubies as",1
“That’s great!”,1
There were six empty bunk beds with silk sheets turned down. But there was,1
"sprayed the camouflage girls right out of the bathroom, spinning them around",1
never smelled Aunty Em’s burgers. The aroma was like laughing gas in the,1
After that he totally ignored me.,1
"“Peace, brother,” Poseidon finally said. His voice stirred my oldest",1
seen her for what she was. Now let’s just worry about keeping Percy alive,1
"“We’ll get out,” Annabeth said. “We’ll wait with you.”",1
and retrieve your sword. Prove your bloodline.”,1
"Then lightning flashed. The entire front of the store exploded, and a",1
"The statues had swiveled so that their cameras were trained straight on us, the",1
“What?”,1
that stand for something?”,1
"I could almost make out words now, ancient, ancient words, older even",1
"been asleep when she was attacked by my namesake, Perseus. She wasn’t",1
"Friendly Whale. Annabeth and I tumbled to the ground, banged up but alive.",1
said YOU ARE NOW ENTERING EREBUS. Each entrance had a pass-through metal,1
"he were hypnotized by its beauty. “Afterward, the Lord of the Titans…h-he",1
"“Yeah. So?” But even as I said it, I knew it was a big deal.",1
"me up, but he agreed that none of the practice blades seemed to work for me.",1
"“That’s cool, dead boy,” he said. “Classic it is.” The baseball bat changed",1
"father’s bitterest rival is Zeus, Lord of the Sky. Your mother knew better than",1
number of bunk beds. Sleeping bags were spread all over on the floor. It,1
"death for me. I wasn’t sure why, but I’d started to believe him.",1
problems.”,1
golden asterisk. Then smaller metallic threads started weaving together,1
"“Okay,” I said, anxious to change topics. “So where do I go? Who’s this",1
"too, but we decided that would be too risky with the truck bumping around.",1
my heart skipped a beat when I noticed two teenage girls sitting cross-legged,1
tag on the valentine-shaped Honeymoon Special. “Does this one really have,1
"I said, “Thanks.”",1
"“I’m sorry,” I mumbled, “I don’t…”",1
decided I might give her indigestion.,1
"spirits of the dead, Percy. There’s only one place that could be. We’re doing",1
"“Yeah, yeah, yeah,” the man said.",1
"around each other, turned to stone by the monster.",1
"feet. Out crawled something glistening black, about the size of my hand. A",1
“Nobody’s controlling me.”,1
He slashed his sword in an arc and disappeared in a ripple of darkness.,1
"Kronos a rock to eat instead. And later, when Zeus grew up, he tricked his",1
"“Grover,” I said, “have heroes really gone on quests to the Underworld?”",1
"and all that? Yes, Percy, I am.”",1
"off my brain, exposing raw memories from when I was six years old.",0
enough.,1
"observation deck, somehow setting off this freak explosion. Hard to believe,",1
“What’s going on?” Annabeth demanded. “Was she talking about the,1
"could want, plus a few steel picnic tables out front.",1
"“It doesn’t matter? From the waist down, my best friend is a donkey—”",1
and the Lincoln peeled out of the car wash.,1
until I got up the nerve to ask Grover how his conversation had gone with,1
"all that thrilling, but Annabeth kept telling us interesting facts about how the",1
"“Not so much, no. Since the highway was built…most cars, they do not",1
listened.”,1
“What are you going to do?” Annabeth asked me.,1
"Then I heard a strange, rasping sound above me. My eyes rose to Aunty",1
"I stepped into the surf. “Fight me yourself, Ares.”",1
night in the dark. “There’s an Amtrack station half a mile that way.,1
there will be no canoe races this Saturday.…”,1
"I flicked the lighter. It sparked. A tiny flame appeared, right there at the",1
I turned back to Ares. “Are you going to fight me now?” I asked. “Or are,1
"I pointed to the first few cabins, and Annabeth turned pale. “You don’t",1
could possibly be for—Sasquatch or Godzilla.,1
“What’s Half—”,1
"was blurry, but I had a horn in my hands, a ragged bone weapon the size of a",1
"“Come on, goat boy.” Annabeth grabbed his arm.",1
