line,label
led them in single file right out to the middle where they could look a,1
“What?”,1
"OOD EVENING,” said Lucy. But the Faun was so busy",1
"back to your own country now and come to me another day, with",1
"“Trying to talk like Mother,” said Edmund. “And who are you to say",1
"into spare bedrooms, as everyone had expected that they would; but",1
would have known that when a willing victim who had committed no,1
people to start looking for you.”,1
"post scouts to see that she doesn’t do so-and-so,” till at last Peter said,",1
"got too wet to be any more use, so that presently Lucy was standing",1
"the better, because it means we shan’t have any visitors; and if anyone",1
"the larger, swimming the largest of all. And you are riding not on a",1
at Cair.”,1
CHAPTER TEN,0
been Peter’s fault.,1
"— the Lion, the great Lion.”",1
"“But I have,” said the Faun.",1
along his white marble back then it spread — then the colour seemed,1
"“Here is your brother,” he said, “and — there is no need to talk to",1
and now there were white clouds hurrying across it from time to time.,1
day they began marching eastward down the side of the great river.,1
"“Oh — oh — oh!” sobbed Mr Tumnus, “I’m crying because I’m such",1
"anything very bad to them, “Because,” he said to himself, “all these",1
is wrong.” But the Faun continued sobbing as if its heart would break.,1
looked at them very hard as if it understood all they had been saying.,1
say.,1
"Cair Paravel are filled and goodness knows when that will happen, or",1
"them to the four thrones amid deafening shouts of, “Long Live King",1
"“But then,” said Susan, and stopped. She had never dreamed that a",1
"threshold, as you value your life.” Then it vanished into the house.",1
62,0
as a ripe strawberry at the moment when you pick it. The hilt of the,1
liked him almost at once; but on the first evening when he came out,1
"How will you know? Oh, you’ll know all right. Odd things they say —",1
"“All the same,” said Peter in a rather choking sort of voice, “we’ll still",1
CHAPTER THREE,0
"Peter, and great in council and judgement. He was called King",1
"“Yes, your Majesty,” said Edmund.",1
"once more put up his umbrella and gave Lucy his arm, and they went",1
2,0
the fire. Someone had apparently flung it about the room and then,1
"sweet, rustling, chattering noise — and yet not so strange, for he’d",1
"Majesty Jadis, Queen of Narnia, Chatelaine of Cair Paravel, Empress of the",1
made the music. There were four great centaurs. The horse part of,1
"the knife were made of stone, not of steel, and it was of a strange and",1
but who were really the spirits of trees. There was the great shape of,1
“Take with you the swiftest of your wolves and go at once to the,1
"off their robes of snow. Soon, wherever you looked, instead of white",1
was not running nearly as well as it had been running up till now. At,1
with some water in it and an iron plate with a hunk of dry bread on it.,1
beneath them under the galloping feet of the Minotaurs; and overhead,1
But next minute that expression was quite gone. The Lion shook his,1
And when the Kings and Queens noticed that he wasn’t there they,1
"saying, “Faster! Faster!”",1
"forth their delicate, transparent leaves. As the travellers walked under",1
"two rabbits, and a hedgehog. That steadied him a bit.",1
"“Please, your Majesty, I came in through a wardrobe.”",1
"more he wanted to eat, and he never asked himself why the Queen",1
"“If I’d known you had got in I’d have waited for you,” said Lucy, who",1
"Magic, there is a magic deeper still which she did not know: Her",1
23,0
to be moving on now.”,1
"Peter was silent and solemn as he received these gifts, for he felt they",1
knees knocking together. He stood there so long that his teeth would,1
"“Turkish Delight, please, your Majesty,” said Edmund.",1
"and instead of beds there were bunks, like on board ship, built into the",1
"seemed, indeed, no more to say, and presently the four resumed their",1
Clive Staples Lewis,1
"other children. As soon as Mr Beaver said, “There’s no",1
"“Lord love you, Son of Adam, what a simple thing to say!” answered",1
right paw as if it was going to say something. But when the whole,1
"though out of sight, there were streams, chattering, murmuring,",1
that happened there was a moment’s silence. And in that silence,1
roar. You had better put your fingers in your ears.”,1
"“Like what I’ve done,” said the Faun. “Taken service under the White",1
"“Do?” said Peter, “why, go and explore the wood, of course.”",1
dream into a nightmare or else a lovely meaning too lovely to put into,1
"“She’s angry about all the things I’ve been saying lately,” thought",1
off we go.”,1
"unicorns, dazzling plumage of birds, reddy-brown of foxes, dogs and",1
this world it was only as one remembers a dream. And one year it fell,1
4,0
Phew! How it smells in here — Look out for trap-doors — Up here!,1
feet and not only healed of his wounds but looking better than she had,1
second nothing seems to have happened; and then you notice a tiny,1
"“Peace, Beaver,” said Aslan. “All names will soon be restored to",1
"Great was their surprise when a little later, they heard Mr Beaver’s",1
coming here.”,1
"where the back of the wardrobe ought to have been, but a long way",1
almost quite dark in there and she kept her arms stretched out in front,1
Meanwhile the girls were helping Mrs Beaver to fill the kettle and lay,1
"Consorts, let us now alight from our horses and follow this beast into",1
"“Well -” said Aslan, and seemed to be thinking. Then he said, “I",1
mistress.,1
went all trembly.,1
"“How do you know,” he asked, “that your sister’s story is not true?”",1
"They all stared as hard as they could, and no one felt very comfort-",1
Aslan’s doing.”,1
The children did not see the actual moment of the killing. They,1
we all know what that means.”,1
bottom of which ran — at least it would have been running if it hadn’t,1
the hall. People she’s turned” — (he paused and shuddered) “turned,1
that happened to them when they were sent away from,1
"something I have done. I’m doing it now, this very moment.”",1
was so tired that she was almost asleep and walking at the same time,1
53,0
the tea things. They had titles like The Life and Letters of Silenus or,1
frowsty and unbrushed and uncombed and with the sleep in their eyes.,1
might be the letters of an unknown language. They gave you a curious,1
come and ask permission to see over it. It was the sort of house that,1
"“Fool,” said the Witch with a savage smile that was almost a snarl,",1
"-” began Peter, but Lucy interrupted him.",1
“do you really think your master can rob me of my rights by mere,1
"about ten minutes’ walk from here down to that dining-room, and any",1
"“Look! There’s a robin, with such a red breast. It’s the first bird I’ve",1
“I don’t remember his being here when we were talking about Aslan,1
our only chance now.”,1
whole country is in the wardrobe.”,1
told she’s a witch) is in the wrong? We don’t really know anything,1
"all set off to go back to the Stone Table, carrying Edmund with them.",1
67,0
it is a pillar of iron with a lantern set on the top thereof.”,1
"Table. Laughing, though she didn’t know why, Lucy scrambled over it",1
Edmund was still staring after the sledge when he heard someone,1
that the stump did look really remarkably like a little fat man crouching,1
out at them from behind a tree. But this time it didn’t immediately,1
moment they set eyes on him. He was a huge man. in a bright red,1
"thought it was a bear. Then he saw that it looked like an Alsatian,",1
"out her arm, she let one drop fall from it on the snow beside the",1
"was the sort of house that you never seem to come to the end of, and",1
concealed.”,1
88,0
have a little thing to finish here while you are away.”,1
be the White Witch’s House. And the moon was shining brighter than,1
she goes again. What’s the matter with her? That’s the worst of young,1
forget all about them. You would be enjoying yourself so much that,1
"“Does he know,” whispered Lucy to Susan, “what Aslan did for him?",1
“Is there anything written on it?” asked Susan.,1
"“That wasn’t exactly what I meant,” whispered Susan to Lucy. But it",1
on coming back to it. “You are sure there are just four of you?” she,1
dwarf. And now at last Edmund remembered what the others had said,1
Witch. The Hags made a dart at him and shrieked with triumph when,1
“What difference would that make now that He is here?” said the,1
to get the sledge out of the muddy hole it had got into. They got it out,1
rest of the court. There is no need to tell you (and no one ever heard),1
“Sh! Look!” said Susan.,1
something jump in its inside. Edmund felt a sensation of mysterious,1
"with fear. How long this really lasted I don’t know, but it seemed to",1
crock over there in the corner.”,1
The Spell Begins To Break,0
“But how are we going to get out?” for Aslan had got in by a jump,1
"not only of the White Witch’s reign but of her life, and that is why we",1
“You are in fact Human?”,1
"treachery was killed in a traitor’s stead, the Table would crack and",1
January to May. They hadn’t even known for certain (as the Witch,1
"“Of course I’m human,” said Lucy, still a little puzzled.",1
When the other children woke up next morning (they had been,1
"Edmund stood and waited, his fingers aching with cold and his heart",1
"friends is hurt, a few drops of this restore them. And the dagger is to",1
on the ground. And if you had watched long enough you would have,1
"And they surged round Aslan, jeering at him, saying things like",1
"more, I have no children of my own. I want a nice boy whom I could",1
"corner of the house, and to put on the frying-pan and get the dripping",1
of metal against metal.,1
had begun again the scent was cold and even the footprints were,1
"top of a haystack and touched his cap repeatedly to Aslan, beaming",1
higher or at least take a better grip; then he realised that she was just,1
As soon as the wood was silent again Susan and Lucy crept out onto,1
to be far more of them. Peter’s army — which had their backs to her,1
85,0
the Toadstools. We will fight. What? Have I not still my wand? Will not,1
"ness and the cold. This was a terrible journey for Edmund, who had",1
He was only a little taller than Lucy herself and he carried over his,1
there went a flurry of foul wings and a blackness of vultures and giant,1
"tall elms raised the leafy roof far overhead, and then into dense",1
horror. Peter felt suddenly brave and adventurous. Susan felt as if,1
"the Witch calling out,",1
"“Locks and bolts make no difference to me,” said Father Christmas.",1
went off in a dead faint.,1
"of it. In fact, by the time she realised what was happening, only his",1
"“If you please, sir,” said Mrs Beaver, making a curtsey. “It’s locked",1
saw it all smeared with the Wolf’s hair and blood. He stooped down,1
ture in that country. There was not even a robin or a squirrel among,1
you were hungry) you at once thought of cooking and became,1
long.”,1
flick with the whip. The Witch walked behind the dwarf and kept on,1
"“Peter, Adam’s Son,” said Father Christmas.",1
her wand in her hand and a crown on her head.”,1
food with us. I’d vote for going back and getting something from the,1
"Queen all right. It is he, not you, that will save Mr Tumnus.”",1
"ECAUSE the game of hide-and-seek was still going on, it",1
“Foxes!” said Edmund.,1
16,0
"and two sisters, and that one of his sisters had already been in Narnia",1
"and everything they wanted to say died on their lips, for each felt",1
"HILE the two boys were whispering behind, both the",1
"“I’m all right,” said Edmund, but this was not true. He was feeling",1
it smelled lovely and there seemed to be decorations of holly and he,1
he met. “Did you hear what he said? Us Lions. That means him and,1
"“Yes, I know,” said Lucy crossly. “Wait a minute.”",1
“Not for me” said Peter; “I’m going to explore in the house.”,1
"in the end, and by being very cruel to the reindeer the dwarf managed",1
A howl and a gibber of dismay went up from the creatures when,1
"The Lion, the Witch and the wardrobe",1
statues in her collection before you’d had time to speak. But she’ll,1
"and you are all beasts, beasts.”",1
"“But we haven’t time!” said Susan, buttoning the collar of her coat.",1
41,0
begin talking to the stump; for in reality the stump and the boulder,1
"“Do?” said Mr Beaver, who was already putting on his snow-boots,",1
while the Lion and the Witch talked earnestly together in low voices.,1
both hands and dancing round and round for joy. The little chap was,1
"“Why, to look for Edmund, of course!”",1
In the wide glades there were primroses. A light breeze sprang up,1
"hoofs. And Peter’s tired army cheered, and the newcomers roared,",1
"find this country every time they go to the wardrobe? I mean, there",1
under water.,1
"moment then and unless any further evidence turns up, we must",1
have never seen a giant when his face is beaming. It’s a sight well,1
55,0
"“As for you,” said the Witch, giving Edmund a stunning blow on the",1
tree and once more looked at them very hard. (You couldn’t have,1
just as Lucy was wondering whether she could really get to the top,1
minutes she reached it and found it was a lamp-post. As she stood,1
71,0
30,0
"to find their courage, and for a few minutes the two girls could not",1
above it that if it were lit it should give light to no man!”,1
"roused himself with a shake of his magnificent mane and said, “Eh?",1
a queen — because you were the Emperor’s hangman. I see.”,1
them all about it.”,1
his ear and got them to repeat it all again so that at last he under-,1
poor Faun has got into this trouble. He hid me from the Witch and,1
imagining they heard) during their walk last night. It was a sound of,1
With these words he handed to Peter a shield and a sword. The shield,1
"said nothing about it. For Mr Beaver had warned them, “He’ll be",1
get it but it was only about the same size to him that a saccharine,1
have been able to follow their trail — and ten to one would have over-,1
"to her; you know who I mean,” and it nodded its head several times.",1
and setting her off again. I believe you did it simply out of spite.”,1
"The Lion, the Witch and the wardrobe",1
"“Now, Daughter of Eve!” said the Faun.",1
"dozens of the foe), unicorns with their horns, centaurs with swords and",1
Clive Staples Lewis,1
"“That’s right,” said the Beaver. “Poor fellow, he got wind of the arrest",1
iii,0
looked terribly few. And there were statues dotted all over the battle-,1
"— I’d be able to give you some more Turkish Delight. I can’t do it now,",1
which you don’t understand but in the dream it feels as if it had some,1
“How do you mean?” said Lucy.,1
"“It’s an owl,” said Peter. “This is going to be a wonderful place for",1
bringing Edmund with him.,1
Back on This,1
"tea, and all the time I’ve been meaning to wait till you were asleep and",1
"They both got up and left the tea things on the table, and Mr Tumnus",1
less and lots of books.”,1
"“And now what are we to do?” said Edmund, giving Peter a look",1
76,0
mortar in and fishing-rods and fishing-nets and sacks. And the cloth,1
ND now of course you want to know what had happened to,1
Ebook Samizdat 2017  (public domain under Canadian copyright law),0
of open-air sound. He also noticed that he was unexpectedly cold; and,1
it was so stale he could hardly get it down.,1
"“I say, Lu! I’m sorry I didn’t believe you. I see now you were right all",1
beyond them the sky.,1
"“Of course,” said Aslan. “And now! Those who can’t keep up — that",1
"“Ah, that’s bad,” said Mr Beaver, shaking his head. “That’s",1
was so white that even the snow hardly looked white compared with,1
if you came alone.”,1
"water, and seaweed, and the smell of the sea and long miles of bluish-",1
if she is extra and specially angry she’ll turn me into stone and I shall,1
"Tumnus the Faun, and to the Beavers, and Giant Rumblebuffin, to the",1
That ride was perhaps the most wonderful thing that happened to,1
“But you are — forgive me — you are what they call a girl?” said the,1
"“You didn’t think anything at all,” said Peter; “it’s just spite. You’ve",1
this was enchanted Turkish Delight and that anyone who had once,1
"“But it’s all nonsense,” said Edmund, very taken aback.",1
"the branches of the trees. Overhead there was pale blue sky, the sort",1
"“Daughter of Eve, don’t you understand?” said the Faun. “It isn’t",1
The Triumph of,1
“Stop!” said the Witch. “Let him first be shaved.”,1
"As soon as they had breakfasted they all went out, and there they saw",1
him out of my hand then? Understand that you have given me Narnia,1
surprise awaited them.,1
"“Oh, children, children. Here you must stop. And whatever happens,",1
"first he thought this was because the reindeer were tired, but soon he",1
"“Welcome, Peter, Son of Adam,” said Aslan. “Welcome, Susan and",1
Narnia; something about their eyes.”,1
in different directions. Whoever finds him must come back here at,1
overhead or chasing one another or having their little quarrels or,1
"and a great warrior, and he was called King Peter the Magnificent. And",1
of crunching snow under her feet she felt wooden board and all at,1
of campaign. “As soon as she has finished her business in these,1
countries to attend to. It’s quite all right. He’ll often drop in. Only you,1
bellowing voice.,1
firestones on the Secret Hill? Tell you what is engraved on the sceptre,1
"couldn’t have kept to the river valley once the thaw began, for with",1
`Treacherous’. He had the look of one who has been with the Witch,1
so much older.,1
Lucy Looks into a Wardrobe,0
"“But it wasn’t a hoax at all,” said Lucy, “really and truly. It was all",1
under the open sky (the sun was still shining) and found themselves,1
"tree, and swing herself up, followed by a huge grey beast. At first Peter",1
more delicious than the sound of the water. Close beside the path they,1
way through three ogres to where she was just turning one of your,1
will be quite off her guard as far as that is concerned.”,1
which was the very sound they’d all been thinking of (and sometimes,1
21,0
"“It means,” said Aslan, “that though the Witch knew the Deep",1
a bad Faun.”,1
first time the white face of the other. They could see the mice nibbling,1
"the dark nights, year after year, till the moss grew on them and at last",1
didn’t like this at all and began groping wildly in every direction; he,1
"it would burst, Edmund ventured to go up to the lion. Even now he",1
but rose frowning in front of them. No face looked over the battle-,1
logic at these schools? There are only three possibilities. Either your,1
that the conditions were properly carried out. “But supposing she,1
Side of the Door,1
"While she spoke, she signalled to the dwarf to drive on, but as the",1
the Witch’s sledge went. The others all sat in the cave waiting and,1
"leopards, and the good centaurs, and the good dwarfs, and to the lion.",1
"Bacchus himself, and then the streams would run with wine instead of",1
in one direction and two in another.,1
here.”,1
here she pointed in the opposite direction — “and tell me if you can,1
"thing that frightened them very much. They heard voices. “Oh,”",1
"the wardrobe door tightly behind her and looked around, panting for",1
Clive Staples Lewis,1
"and moving. “By gum!” whispered Peter to Susan, “the sea!” In the",1
Beaver cut some of the bread and ham into sandwiches and Mrs,1
“Just as if any of us would want to waste half the morning trailing,1
"holding four torches, stood at the corners of the Table. The Witch",1
defend yourself at great need. For you also are not to be in battle.”,1
"“That you will, dearie, and no mistake,” said Mrs Beaver; “if there’s",1
"went with him), and across the ice of the deep pool to where he had",1
know that there comes in the end a sort of quietness. You feel as if,1
paper which is propped up in a grate against an unlit fire. And for a,1
might find anything in a place like this. Did you see those mountains,1
"whom she had seen last night; only now, in the daylight, they looked",1
"Edmund. “That’s easy,” answered the Queen. “Do you see that lamp?”",1
A,1
flew away but only as far as to the next tree. There it perched and,1
"ments and the gates were fast shut. And Aslan, not at all slacking his",1
"have to go and look for him. He is our brother after all, even if he is",1
"feet) in a place where only tall trees grew, very wide apart. The climb,",1
din of that onset.,1
"than the one he had just left and much overgrown with bushes, so that",1
"“Blowed if I ain’t all in a muck sweat,” said the Giant, puffing like the",1
her?”,1
"stone wolf. It can’t hurt me”, and he raised his leg to step over it.",1
“There’s something moving among the trees over there to the left.”,1
"delay her a bit,” he said) and they set off, all carrying their loads over",1
from here. There’s not a moment to lose.”,1
"Edmund. He had eaten his share of the dinner, but he hadn’t",1
till the horses of all the courtiers were tired out and these four were still,1
once.”,1
claims regarding the copyright status of any work in any country,0
"falling all round him, was that he had left his coat behind in the",1
away again.,1
"“Not now,” said Aslan.",1
the moonlight and their long shadows looked strange on the snow.,1
"Adam’s first wife, her they called Lilith. And she was one of the Jinn.",1
"done nothing to him for letting me go, so he thinks she can’t have",1
"“We shall never overtake them walking,” growled the dwarf. “Not",1
Edmund to last for hours.,1
"not let you read this book — Cruels and Hags and Incubuses, Wraiths,",1
tossing them in the air with his huge and beautifully velveted paws and,1
mixed the roar of the other lion and sometimes the far deeper and,1
"knew that it was only a stone giant and not a live one, Edmund did not",1
you can find your own way from there back to Spare Oom and War,1
gold and presently cleared away altogether. Shafts of delicious,1
"The Lion, the Witch and the wardrobe",1
"And now, as you see, this story is nearly (but not quite) at an end.",1
found it empty. It would have been a dreadful thing for the Beavers and,1
“Why can’t we go to your house now?” said Edmund. When he had,1
treachery I have a right to a kill.”,1
18,0
preparing to enjoy themselves. There was a jug of creamy milk for the,1
times happened to you in a dream that someone says something,1
he still here when I told you that the place for meeting Aslan was the,1
had gathered himself together for a greater leap than any he had yet,1
in the Great Hall of Cair Paravel — that wonderful hall with the ivory,1
two sisters. Will you bring them to see me?”,1
CHAPTER SEVENTEEN,0
kerchief?”,1
So things must be drawing near their end now he’s come and you’ve,1
alone.”,1
“Is that what we were afraid of?” said another.,1
"they all went back with her into the room. She rushed ahead of them,",1
whelming eyes; and then they found they couldn’t look at him and,1
and that her side was really the right side sounded to him silly now. He,1
"should have been trying to follow you, why he won’t find any tracks.”",1
"“No,” said Lucy. “I thought you were asleep. I say, Susan!”",1
"snowing again,” he added, cocking his eye at the window. “That’s all",1
brought nothing to eat. What about just going home?”,1
very middle of this open hill-top was the Stone Table. It was a great,1
CHAPTER FIFTEEN,0
"under her feet. “I wonder is that more mothballs?” she thought,",1
"saying, “Yes, I told you that before,” and forgetting to call her “Your",1
I’ve ever met. And I’ve pretended to be your friend an asked you to,1
“Come and see! This is a nasty knock for the Witch! It looks as if her,1
"asked. “Two Sons of Adam and two Daughters of Eve, neither more",1
along a very rough sort of path among the trees right down by the,1
"“Because of another prophecy,” said Mr Beaver. “Down at Cair",1
"looking upon it. Then said King Edmund,",1
CHAPTER SIXTEEN,0
into Lucy’s wood after all.”,1
really enjoyed it because he was thinking all the time about,1
became rough and there were rocks all about and little hills up and,1
saw a great load of snow slide off it and for the first time since he had,1
was answered by the chuckle of another bird a little further off. And,1
stone animals — and people too! It’s — it’s like a,1
keep away the moths.”,1
"shoulder, rubbed his eyes and said,",1
“What’s that to do with it?” asked Peter.,1
99,0
"“What is your message, Son of Earth?” asked Aslan.",1
did not like the way she looked at him.,1
"seers arrived and asked to see the house, the Professor always gave",1
"“Not meaning to be rude, Mr Beaver,” added Peter, “but you see,",1
"having just begun, were already drawing to their end.",1
the wardrobe to hide. Mrs Macready and the visitors were still talking,1
listened to her. The change was already creeping up the Giant’s legs.,1
when he parted from her at the lamp-post that other day. And then,1
“Logic!” said the Professor half to himself. “Why don’t they teach,1
wondering. They waited nearly five minutes. Then they heard some-,1
"“What! Aslan?” cried the Queen, “Aslan! Is this true? If I find you",1
"“Daughter of Eve,” said Aslan in a graver voice, “others also are at",1
“Susan! let’s go outside and have a look round. We might see him.”,1
there was a second row of coats hanging up behind the first one. It was,1
collar and folded back his shirt at the neck. Then he took Edmund’s,1
“Where is he now?” said Lucy. “Is he here in the pavilion?”,1
"he could not have managed it at all in the dark. Even as it was, he got",1
another wolf in the thickets. There — behind you. He has just darted,1
them; their branching horns were gilded and shone like something on,1
"“My dear young lady,” said the Professor, suddenly looking up with",1
the third. Then he tackled the towers on each side of them and after a,1
Then they came out of the narrow valley and at once she saw the,1
"him, in the middle of a little plain between two hills, he saw what must",1
which you only get if you are being solemn and still.,1
Fauns and Dryads and Naiads and Dwarfs and Animals — at least all,1
"from this place at once, it will be wanted for other purposes.",1
"“That’s what I say,” chimed in Mr Beaver.",1
"“I saw it that time too,” said Peter. “It’s still there. It’s just gone",1
or that some magic in the house had come to life and was chasing,1
were no longer Kings and Queens in their hunting array but just,1
happy was their reign. At first much of their time was spent in seeking,1
into stone right and left. But nothing would stop him. He fought his,1
As soon as they had said good night to the Professor and gone,1
"The Lion, the Witch and the wardrobe",1
"today, Cat?” and “Would you like a saucer of milk, Pussums?”",1
all over his honest ugly face. (Giants of any sort are now so rare in,1
expecting us. I’ll lead the way. But be careful and don’t slip.”,1
"Peter, Susan, Edmund and Lucy in their old clothes. It was the same",1
his coat.,1
"My dear Lucy,",0
stamping their feet. Lucy proved a good leader. At first she wondered,1
have you been all this time? I’ve been looking for you everywhere.”,1
"The Lion, the Witch and the wardrobe",1
particularly good place to hide but because he wanted to go on,1
edge himself under the curtain which hung over the door. For the,1
A door from the world of men! I have heard of such things. This may,1
excuse me for asking the question — does your experience lead you,1
about the White Witch turning people into stone. Perhaps this was only,1
"“We might all try minding our own business,” said he. And that was",1
their stools (it was all three-legged stools in the Beavers’ house except,1
"“Wherever is this?” said Peter’s voice, sounding tired and pale in the",1
I,1
direction. “Edmund! Edmund!” they called till they were hoarse. But,1
two pieces by a great crack that ran down it from end to end; and,1
“A wardrobe? What do you mean?”,1
CHAPTER FOUR,0
Clive Staples Lewis,1
"to listen or watch any longer, for the Witch said:",1
looked more like himself without them. Every moment his dead face,1
when they saw his face without it they burst out crying again and,1
their breakfast with the Professor and were upstairs in the room he had,1
"“Quick!” said Peter, “there’s nowhere else,” and flung open the",1
"them a loud noise — a great cracking, deafening noise as if a giant",1
Witch.,1
us? Tell you what is written in letters deep as a spear is long on the,1
"tains and along giddy ridges and down, down, down again into wild",1
made a leap high over their heads and landed on the other side of the,1
"“I say,” said Lucy, “you do look awful, Edmund. Don’t you feel well?”",1
"“Of course it’s all nonsense,” said Peter, “that’s just the point. Lu was",1
"with Lucy for being right, but he hadn’t made up his mind what to do.",1
"“Just like a girl,” said Edmund to himself, “sulking somewhere, and",1
"gates creaked at the first blow, cracked at the second, and shivered at",1
"hour, she’ll be here in about another twenty minutes.”",1
it. He turned away and began to cross the courtyard.,1
turns its head?” thought Edmund.) In fact it was staring at something,1
looking sterner than ever.,1
Drobe?”,1
And so it had — right out of sight.,1
never seen a Son of Adam or a Daughter of Eve before. I am delighted.,1
"depends on how much he heard. For instance, had we started talking",1
"dwarfs and apes — rushed in to help them, and between them they",1
"long room, where the suit of armour was) Lucy burst out:",1
gallop. In a few minutes he had called another wolf and was with him,1
was nothing there when we looked; even Lucy didn’t pretend the was.”,1
couldn’t bear to look and had covered their eyes.,1
neither of you young ladies has such a thing as a pocket-handkerchee,1
with the start they’ve got.”,1
He sneered and jeered at Lucy and kept on asking her if she’d found,1
the shores of the eastern sea the great beast flung himself upon the,1
"birds. I shall go to bed now. I say, let’s go and explore tomorrow. You",1
"And he stood there gloating over the stone lion, and presently he did",1
"crouched down and the children climbed on to his warm, golden back,",1
become his real old self again and could look you in the face. And,1
"in behind it, and there, sure enough, they found the Beaver; but it still",1
a step further and I wish we’d never come. But I think we must try to,1
standing here and I feel I want some dinner.”,1
"“No,” whispered Peter, “you first.”",1
"expected that the Witch would start being nice to him, as",1
And of course Edmund had to obey. He stepped out into the snow,1
"Looking into the inside, she saw several coats hanging up — mostly",1
"away and the moon came out. It was a full moon and, shining on all",1
“Then he isn’t safe?” said Lucy.,1
of course. There’s nothing there really.”,1
moment they were interrupted.,1
"stood. They went up at the side where the trees came furthest up, and",1
"“That was partly my fault, Aslan. I was angry with him and I think",1
"a very sharp expression at both of them, “there is one plan which no",1
"Nymphs and Their Ways or Men, Monks and Gamekeepers; a Study in",1
"with green, the laburnums with gold. Soon the beech trees had put",1
feeling inside. It was a noise of shouts and shrieks and of the clashing,1
"looking at it, wondering why there was a lamp-post in the middle of a",1
"“Of course,” said Lucy, and did.",1
While he was Prince he would wear a gold crown and eat Turkish,1
"the water. But Peter said,",1
W,1
"you won’t, will you? Can’t we do something about the Deep Magic?",1
"weather was fine and they were out of doors from morning to night,",1
Clive Staples Lewis,1
she has looked in here and finds we’re gone she’ll be off at top speed.”,1
feet made no noise on the deep newly fallen snow. He walked on and,1
what to do or say when they saw him. People who have not been in,1
"dancing, and gold flashed and wine flowed, and answering to the",1
"glimpse of the golden mane and the great, royal, solemn, over-",1
steps going up to an open door. Edmund went up them. Across the,1
whole country below them lay in the evening light — forest and hills,1
jump into the wardrobe and hold the door closed behind her. She did,1
little grey things.,1
HAT an extraordinary place!” cried Lucy. “All those,1
Aslan looking all small and different without its mane. The enemies,1
"“Off my back, children,” shouted Aslan. And they both tumbled off.",1
"tions, you know. If he’d been the other sort she’d never have turned",1
when they got to the last tree (it was one that had some bushes about,1
"“Now for the inside of this house!” said Aslan. “Look alive, everyone.",1
tant to know just when he slipped away. How much he can tell her,1
"our side. Call the Ghouls, and the Boggles, the Ogres and the",1
of his breath and a rich sort of smell that seemed to hang about his,1
even see him — so thickly was he surrounded by the whole crowd of,1
Edmund tried to remember that it is rude to speak with one’s mouth,1
wonder what they do teach them at these schools.”,1
"same time. If the children had ever thought so, they were cured of it",1
about the whole wretched business. But she did want to have one,1
"it so, let us go on and take the adventure that shall fall to us.”",1
"very remarkable man, didn’t tell them not to be silly or not to tell lies,",1
"stern but beautiful giants. There was also a unicorn, and a bull with",1
"seen him before, shaking his mane (for it had apparently grown again)",1
"A moment later the stranger came out from behind the tree, glanced",1
"He’s the King, I tell you.”",1
make your minds easy about that. One has only to look at her and talk,1
“But shall we see him?” asked Susan.,1
you like. I know I’ve met a Faun in there and — I wish I’d stayed there,1
"except right ahead. There, far to the East, was something twinkling",1
and pairs of shears and spades and trowels and things for carrying,1
B,1
"The Lion, the Witch and the wardrobe",1
"would like it. There are whole rooms full of Turkish Delight, and what’s",1
"“Perhaps the Wolf will smell us out and bring us news,” said the",1
"well, Sons of Adam! Bear it well, Daughters of Eve!” said Aslan.",1
not what I’d call bitterly tired — only slow and feeling very dreamy and,1
I hope no one who reads this book has been quite as miserable as,1
you won’t. He doesn’t like being tied down and of course he has other,1
"pace, rushed straight as a bullet towards it.",1
drumming of hoofs and a beating of wings — a scream from the Witch,1
"alight with gorse bushes, and across the shoulders of heathery moun-",1
behind them. And by now they had even stopped saying to one,1
"“Yes, I have,” said Lucy, standing on tip-toes and holding her hand-",1
For the next few days she was very miserable. She could have,1
wet too. What’s the matter with this place? I’m sitting on something,1
"had gone, I think they might have been surprised.",1
"The Queen let another drop fall from her bottle on to the snow, and",1
Poor Lucy gave Edmund one look and rushed out of the room.,1
The sledge was a fine sight as it came sweeping towards Edmund,1
were all those who were on the Witch’s side and whom the Wolf had,1
"It wasn’t nearly such a nice cave as Mr Tumnus’s, Lucy thought —",1
flowers that grow in the mountains of the sun. If you or any of your,1
shall feel rather nervous about meeting a lion.”,1
beyond the sea and paid them visits of state and received visits of,1
found that she was standing in the middle of a wood at night-time with,1
river which ought to be the capital of the whole country if all was as it,1
next to Aslan stood two leopards of whom one carried his crown and,1
“I have settled the matter. She has renounced the claim on your,1
"before they had finished enjoying themselves Mr Beaver said, “Time",1
could scramble to the top of the bank among bushes and brambles,1
down to his toes.,1
"beyond the dwarf, turned rapidly aside to deal with a stone rabbit on",1
flung themselves upon him and covered him with kisses.,1
Now the steps she had heard were those of Edmund; and he came,1
day you will be old enough to start reading fairy tales again. You can then,0
"“Do stop it,” said Susan; “it won’t make things any better having a",1
"“So do I,” said both the girls.",1
"Lucy, then Peter, then Susan, and Mrs Beaver last of all. Mr Beaver led",1
"“I’m very sorry, Mr Tumnus,” said Lucy. “But please let me go",1
And they drove back the fierce giants (quite a different sort from Giant,1
any other new countries in other cupboards all over the house. What,1
"on the ground muttering, “Bless me! I’ve picked up the little girl",1
"passing across her, but still they could see the shape of the Lion lying",1
“Ugh!” said Susan from the other side of the Table. “How beastly!,1
been there you would have seen the moonlight shining on an old tree-,1
selves.”,1
87,0
100,0
